latitude,longitude,elevation
41.779753600,-71.476714700,31.8	
41.781587800,-71.472735700,24.1	
41.783263800,-71.468631900,25.4	
41.784776600,-71.464414900,24.7	
41.786122000,-71.460096200,24.0	
41.787296000,-71.455687800,21.2	
41.788295200,-71.451202000,23.8	
41.789116800,-71.446651200,24.9	
41.789758400,-71.442048200,12.3	
41.790218000,-71.437405900,18.8	
41.790494200,-71.432737300,11.7	
41.790586400,-71.428055600,19.5	
41.807260700,-71.428055600,21.0	
41.807145400,-71.422202000,23.6	
41.806800000,-71.416364700,22.2	
41.806225400,-71.410560400,21.3	
41.805423300,-71.404805300,14.2	
41.804396000,-71.399115500,1.0	
41.803146600,-71.393506800,0.8	
41.801678700,-71.387995100,0.0	
41.799996600,-71.382595800,0.0	
41.798105100,-71.377323500,0.0	
41.796009800,-71.372193100,22.9	
41.793716600,-71.367218700,33.9	
41.791232100,-71.362413700,34.0	
41.788563400,-71.357791400,25.8	
41.785718100,-71.353364300,11.2	
41.782704300,-71.349144400,9.5	
41.779530400,-71.345142900,9.6	
41.776205300,-71.341370600,9.6	
41.772738200,-71.337837500,16.6	
41.769139000,-71.334553000,8.7	
41.765417400,-71.331525700,7.9	
41.761583800,-71.328763400,8.0	
41.757648500,-71.326273400,2.9	
41.753622400,-71.324062100,2.1	
41.749516400,-71.322135100,2.9	
41.745341600,-71.320497500,2.5	
41.741109500,-71.319153400,13.4	
41.736831100,-71.318106200,0.4	
41.732518200,-71.317358500,0.4	
41.728182400,-71.316912100,13.3	
41.723835200,-71.316768200,0.0	
41.719488200,-71.316927100,0.0	
41.715153200,-71.317388200,0.0	
41.710841700,-71.318150400,0.0	
41.706565400,-71.319211700,0.0	
41.702335700,-71.320569100,0.0	
41.698164000,-71.322219300,0.0	
41.694061400,-71.324157900,0.0	
41.690039300,-71.326379900,0.0	
41.686108300,-71.328879400,0.0	
41.682279400,-71.331649800,0.0	
41.678562700,-71.334684100,0.0	
41.674968600,-71.337974000,0.0	
41.671507000,-71.341511000,0.0	
41.668187400,-71.345285700,0.0	
41.665019100,-71.349287900,0.0	
41.662010800,-71.353507100,0.0	
41.659171000,-71.357931900,9.5	
41.656507700,-71.362550200,12.7	
41.654028400,-71.367349900,0.0	
41.651740200,-71.372317600,0.0	
41.649649500,-71.377439800,0.0	
41.647762400,-71.382702600,0.0	
41.646084200,-71.388091400,0.0	
41.644619800,-71.393591300,0.0	
41.643373500,-71.399187300,0.0	
41.642348700,-71.404863800,0.0	
41.641548600,-71.410604800,0.5	
41.640975400,-71.416394600,5.0	
41.640630900,-71.422216900,10.1	
41.640515900,-71.428055600,10.6	
41.640630900,-71.433894300,26.0	
41.640975400,-71.439716600,20.4	
41.641548600,-71.445506400,3.1	
41.642348700,-71.451247400,16.0	
41.643373500,-71.456923900,16.2	
41.644619800,-71.462519900,16.6	
41.646084200,-71.468019800,15.3	
41.647762400,-71.473408600,24.0	
41.649649500,-71.478671400,29.3	
41.651740200,-71.483793600,47.2	
41.654028400,-71.488761300,56.0	
41.656507700,-71.493561000,54.8	
41.659171000,-71.498179300,75.7	
41.662010800,-71.502604100,83.2	
41.665019100,-71.506823300,79.5	
41.668187400,-71.510825500,78.4	
41.671507000,-71.514600200,87.3	
41.674968600,-71.518137200,87.4	
41.678562700,-71.521427100,81.5	
41.682279400,-71.524461400,55.5	
41.686108300,-71.527231800,47.9	
41.690039300,-71.529731300,59.1	
41.694061400,-71.531953300,59.5	
41.698164000,-71.533891900,65.2	
41.702335700,-71.535542100,59.4	
41.706565400,-71.536899500,74.3	
41.710841700,-71.537960800,82.0	
41.715153200,-71.538723000,74.0	
41.719488200,-71.539184100,72.0	
41.723835200,-71.539343000,44.7	
41.728182400,-71.539199100,43.1	
41.732518200,-71.538752700,49.6	
41.736831100,-71.538005000,65.7	
41.741109500,-71.536957800,108.5	
41.745341600,-71.535613700,120.6	
41.749516400,-71.533976100,120.4	
41.753622400,-71.532049100,122.1	
41.757648500,-71.529837800,126.2	
41.761583800,-71.527347800,108.9	
41.765417400,-71.524585500,102.3	
41.769139000,-71.521558200,105.6	
41.772738200,-71.518273700,106.2	
41.776205300,-71.514740600,112.2	
41.779530400,-71.510968300,93.0	
41.782704300,-71.506966800,107.0	
41.785718100,-71.502746900,90.6	
41.788563400,-71.498319800,83.8	
41.791232100,-71.493697500,54.0	
41.793716600,-71.488892500,41.5	
